y_true,churn_probability,churn_prediction,risk_tier,cluster,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,rfm_total,rfm_segment,device_per_tenure,cashback_per_order,inactivity_ratio
0,0.0,0,Low Risk,2,16.0,Mobile,1,33.0,Cash on Delivery,Male,2.0,1,Mobile Phone,4,Married,6,0,12.0,1.0,1.0,2.0,148.76,7,Recent Customers,0.0588235294117647,74.38,0.1176470588235294
1,1.0,1,High Risk,2,0.0,Computer,1,30.0,Cash on Delivery,Male,3.0,4,Fashion,5,Single,2,0,12.0,1.0,1.0,9.0,187.22,7,Hibernating,4.0,93.61,9.0
0,0.0,0,Low Risk,2,19.0,Computer,1,14.0,Debit Card,Male,4.0,4,Fashion,5,Married,3,0,19.0,6.0,10.0,12.0,177.1,10,Champions,0.2,16.099999999999998,0.6
0,0.0,0,Low Risk,1,22.0,Mobile,3,9.0,E wallet,Female,3.0,4,Laptop & Accessory,1,Married,4,0,15.0,7.0,7.0,8.0,165.51,9,Loyal,0.1739130434782608,20.68875,0.3478260869565217
0,0.0,0,Low Risk,2,2.0,Mobile,1,24.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Married,3,0,13.0,1.0,2.0,9.0,170.58,7,Loyal,1.3333333333333333,56.86000000000001,3.0
0,0.0,0,Low Risk,3,19.0,Mobile,3,8.0,Cash on Delivery,Female,3.0,5,Grocery,4,Married,4,1,12.0,,7.0,7.0,268.72,12,Champions,0.25,33.59,0.35
0,0.0,0,Low Risk,2,,Mobile,1,6.0,Debit Card,Male,2.0,3,Mobile,1,Married,2,0,11.0,0.0,1.0,3.0,120.44,5,Hibernating,3.0,60.22,3.0
0,0.0,0,Low Risk,0,8.0,Mobile,1,12.0,Debit Card,Male,3.0,3,Mobile,3,Divorced,1,1,14.0,1.0,2.0,2.0,135.06,7,Recent Customers,0.3333333333333333,45.02,0.2222222222222222
0,0.0,0,Low Risk,0,10.0,Computer,1,6.0,Credit Card,Female,0.0,3,Fashion,2,Married,3,1,18.0,0.0,,2.0,236.03,14,Champions,0.2727272727272727,236.03,0.1818181818181818
0,0.0,0,Low Risk,2,18.0,Mobile,1,11.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Single,11,0,13.0,2.0,3.0,4.0,184.33,11,Champions,0.2105263157894736,46.0825,0.2105263157894736
0,0.0,0,Low Risk,0,0.0,Computer,1,17.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Married,2,1,13.0,1.0,3.0,3.0,147.41,9,Hibernating,3.0,36.8525,3.0
0,0.0,0,Low Risk,2,15.0,Mobile,1,8.0,Credit Card,Male,2.0,3,Grocery,5,Divorced,1,0,17.0,,13.0,7.0,276.65,12,Champions,0.1875,19.760714285714283,0.4375
1,1.0,1,High Risk,2,,Mobile,1,15.0,Debit Card,Male,2.0,3,Mobile,5,Single,4,0,14.0,1.0,1.0,0.0,120.18,7,Recent Customers,3.0,60.09,0.0
0,0.0,0,Low Risk,1,20.0,Computer,3,8.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Married,8,0,11.0,0.0,1.0,0.0,149.78,8,Recent Customers,0.1428571428571428,74.89,0.0
0,0.0,0,Low Risk,2,7.0,Computer,1,9.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Single,1,0,17.0,1.0,1.0,4.0,177.56,8,Hibernating,0.375,88.78,0.5
0,0.0,0,Low Risk,2,10.0,Mobile,1,17.0,Credit Card,Female,3.0,3,Mobile Phone,3,Single,5,0,18.0,0.0,1.0,2.0,136.29,6,Recent Customers,0.2727272727272727,68.145,0.1818181818181818
0,0.0,0,Low Risk,0,10.0,Mobile,1,10.0,Debit Card,Male,,3,Mobile,3,Married,8,1,15.0,1.0,1.0,3.0,129.96,5,Hibernating,0.2727272727272727,64.98,0.2727272727272727
0,0.0,0,Low Risk,2,6.0,Computer,1,12.0,Cash on Delivery,Male,4.0,4,Mobile Phone,4,Single,4,0,15.0,2.0,2.0,8.0,152.18,6,At Risk,0.5714285714285714,50.72666666666667,1.1428571428571428
0,0.0,0,Low Risk,2,16.0,Mobile,1,7.0,Debit Card,Female,4.0,4,Mobile Phone,5,Married,5,0,17.0,1.0,2.0,3.0,150.76,8,Hibernating,0.2352941176470588,50.25333333333333,0.1764705882352941
0,0.0,0,Low Risk,2,3.0,Mobile,1,16.0,UPI,Male,2.0,5,Mobile Phone,1,Single,2,0,18.0,2.0,3.0,3.0,164.83,10,Loyal,1.25,41.2075,0.75
0,0.0,0,Low Risk,0,9.0,Mobile,1,17.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Single,5,1,17.0,1.0,2.0,5.0,186.42,9,Loyal,0.4,62.13999999999999,0.5
0,0.0,0,Low Risk,2,26.0,Mobile,1,7.0,Debit Card,Male,4.0,4,Grocery,1,Married,4,0,,4.0,8.0,9.0,295.99,11,Champions,0.1481481481481481,32.88777777777778,0.3333333333333333
1,1.0,1,High Risk,1,1.0,Computer,3,8.0,Cash on Delivery,Male,4.0,4,Mobile Phone,3,Married,5,0,16.0,2.0,2.0,3.0,154.09,9,Loyal,2.0,51.36333333333334,1.5
0,0.0,0,Low Risk,0,8.0,Computer,1,10.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,2,1,11.0,1.0,1.0,1.0,142.49,7,Recent Customers,0.3333333333333333,71.245,0.1111111111111111
0,0.0,0,Low Risk,2,2.0,Mobile,1,26.0,Credit Card,Male,4.0,5,Mobile Phone,5,Married,3,0,13.0,2.0,4.0,4.0,156.96,10,Loyal,1.6666666666666667,31.392000000000003,1.3333333333333333
0,0.0,0,Low Risk,2,19.0,Computer,1,8.0,Credit Card,Male,3.0,4,Laptop & Accessory,3,Single,6,0,13.0,1.0,2.0,4.0,178.99,10,Loyal,0.2,59.66333333333333,0.2
0,0.0,0,Low Risk,2,9.0,Mobile,1,7.0,Debit Card,Female,3.0,2,Mobile Phone,3,Single,5,0,14.0,3.0,3.0,3.0,150.06,9,Hibernating,0.2,37.515,0.3
0,0.0,0,Low Risk,2,2.0,Mobile,1,10.0,Credit Card,Female,4.0,4,Fashion,4,Married,2,0,18.0,1.0,2.0,8.0,201.55,9,Champions,1.3333333333333333,67.18333333333334,2.6666666666666665
0,0.0,0,Low Risk,1,9.0,Mobile,3,22.0,E wallet,Female,3.0,4,Laptop & Accessory,5,Divorced,5,0,13.0,1.0,1.0,2.0,156.47,9,Recent Customers,0.4,78.235,0.2
0,0.0,0,Low Risk,2,13.0,Computer,1,22.0,Debit Card,Male,3.0,3,Mobile,3,Married,10,0,16.0,1.0,1.0,0.0,135.44,7,Recent Customers,0.2142857142857142,67.72,0.0
0,0.0,0,Low Risk,2,17.0,Mobile,1,19.0,Debit Card,Male,3.0,5,Grocery,4,Married,3,0,12.0,,4.0,10.0,268.36,10,Champions,0.2777777777777778,53.672,0.5555555555555556
1,1.0,1,High Risk,2,1.0,Mobile,1,7.0,Cash on Delivery,Male,3.0,4,Mobile Phone,3,Single,2,0,15.0,1.0,2.0,6.0,145.58,6,Hibernating,2.0,48.52666666666667,3.0
0,0.0,0,Low Risk,2,9.0,Mobile,1,14.0,UPI,Male,3.0,4,Fashion,3,Single,5,0,22.0,1.0,2.0,,227.21,14,Champions,0.4,75.73666666666666,
0,0.0,0,Low Risk,1,15.0,Mobile,3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,2,0,25.0,4.0,11.0,6.0,149.07,9,At Risk,0.1875,12.4225,0.375
0,0.0,0,Low Risk,1,5.0,Computer,3,8.0,Debit Card,Female,,3,Mobile,5,Married,2,0,12.0,0.0,1.0,0.0,128.27,7,Recent Customers,0.5,64.135,0.0
0,0.0,0,Low Risk,1,0.0,Mobile,3,28.0,Cash on Delivery,Male,2.0,3,Mobile,3,Single,2,0,11.0,0.0,1.0,2.0,134.47,6,Recent Customers,3.0,67.235,2.0
0,0.0,0,Low Risk,1,1.0,Mobile,3,9.0,Credit Card,Female,3.0,2,Laptop & Accessory,3,Single,2,0,15.0,1.0,2.0,8.0,190.0,8,Loyal,1.0,63.333333333333336,4.0
0,0.0,0,Low Risk,2,3.0,Computer,1,9.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,3,0,20.0,1.0,2.0,,213.53,14,Champions,1.0,71.17666666666666,
0,0.0,0,Low Risk,2,27.0,Mobile,1,30.0,Debit Card,Female,4.0,4,Grocery,2,Single,8,0,19.0,,4.0,9.0,267.75,10,Champions,0.1428571428571428,53.55,0.3214285714285714
0,0.0,0,Low Risk,0,28.0,Computer,1,14.0,Credit Card,Male,2.0,4,Grocery,4,Married,2,1,15.0,2.0,,0.0,235.77,15,Champions,0.1379310344827586,235.77,0.0
0,0.0,0,Low Risk,0,4.0,Computer,1,9.0,Credit Card,Male,,3,Mobile,5,Married,2,1,13.0,0.0,2.0,3.0,130.65,6,Hibernating,0.6,43.55,0.6
0,0.0,0,Low Risk,0,8.0,Mobile,1,7.0,Debit Card,Male,3.0,5,Mobile Phone,2,Divorced,3,1,14.0,1.0,2.0,4.0,161.22,9,Loyal,0.5555555555555556,53.74,0.4444444444444444
0,0.0,0,Low Risk,2,8.0,Mobile,1,27.0,Cash on Delivery,Female,3.0,2,Mobile Phone,3,Married,2,0,18.0,2.0,2.0,1.0,150.85,9,Hibernating,0.2222222222222222,50.28333333333333,0.1111111111111111
1,1.0,1,High Risk,1,0.0,Computer,3,19.0,Cash on Delivery,Female,2.0,3,Laptop & Accessory,4,Single,6,0,11.0,0.0,1.0,0.0,157.65,10,Recent Customers,3.0,78.825,0.0
0,0.0,0,Low Risk,1,12.0,Mobile,3,21.0,Debit Card,Male,4.0,4,Laptop & Accessory,4,Married,2,0,12.0,6.0,8.0,,224.24,15,Champions,0.3076923076923077,24.91555555555556,
1,1.0,1,High Risk,0,12.0,Mobile,1,7.0,Debit Card,Male,4.0,5,Fashion,3,Single,11,1,14.0,1.0,2.0,1.0,178.81,12,Loyal,0.3846153846153846,59.60333333333333,0.0769230769230769
0,0.0,0,Low Risk,3,16.0,Mobile,3,8.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,1,17.0,3.0,8.0,8.0,178.47,11,Champions,0.1764705882352941,19.83,0.4705882352941176
0,0.0,0,Low Risk,1,1.0,Computer,3,31.0,Credit Card,Male,3.0,4,Mobile Phone,2,Divorced,2,0,14.0,1.0,3.0,2.0,149.0,10,Hibernating,2.0,37.25,1.0
0,0.0,0,Low Risk,0,30.0,Mobile,1,15.0,Debit Card,Female,4.0,4,Mobile Phone,5,Married,6,1,19.0,3.0,3.0,3.0,167.57,10,Loyal,0.1290322580645161,41.8925,0.0967741935483871
1,1.0,1,High Risk,0,0.0,Mobile,1,6.0,UPI,Male,,3,Mobile,2,Single,2,1,13.0,5.0,7.0,8.0,126.86,7,At Risk,3.0,15.8575,8.0
0,0.0,0,Low Risk,2,15.0,Computer,1,29.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Single,2,0,12.0,3.0,3.0,7.0,143.32,8,At Risk,0.25,35.83,0.4375
0,0.0,0,Low Risk,2,8.0,Computer,1,7.0,Credit Card,Male,4.0,5,Laptop & Accessory,5,Single,2,0,21.0,2.0,5.0,10.0,178.43,9,Champions,0.5555555555555556,29.738333333333333,1.1111111111111112
0,0.0,0,Low Risk,2,2.0,Mobile,1,35.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,9,0,17.0,0.0,1.0,6.0,163.84,7,Hibernating,1.6666666666666667,81.92,2.0
1,0.0,0,Low Risk,2,5.0,Mobile,1,19.0,Cash on Delivery,Female,3.0,4,Others,3,Divorced,3,0,,10.0,16.0,9.0,320.45,11,Champions,0.6666666666666666,18.85,1.5
0,0.0,0,Low Risk,0,9.0,Mobile,1,18.0,Credit Card,Male,3.0,4,Mobile Phone,3,Married,9,1,12.0,3.0,3.0,3.0,151.6,9,Hibernating,0.4,37.9,0.3
0,0.0,0,Low Risk,2,22.0,Mobile,1,13.0,UPI,Male,2.0,4,Fashion,3,Single,9,0,24.0,1.0,1.0,0.0,145.0,8,Recent Customers,0.1739130434782608,72.5,0.0
0,0.0,0,Low Risk,0,19.0,Mobile,1,13.0,UPI,Male,3.0,4,Fashion,5,Married,6,1,15.0,2.0,,1.0,257.45,15,Champions,0.2,257.45,0.05
0,0.0,0,Low Risk,2,7.0,Mobile,1,9.0,Debit Card,Female,3.0,3,Laptop & Accessory,4,Married,2,0,12.0,7.0,7.0,9.0,154.33,9,Loyal,0.375,19.29125,1.125
0,0.0,0,Low Risk,2,27.0,Mobile,1,14.0,Debit Card,Male,3.0,2,Grocery,3,Married,5,0,20.0,,2.0,4.0,273.14,12,Champions,0.0714285714285714,91.04666666666668,0.1428571428571428
0,0.0,0,Low Risk,2,,Mobile,1,6.0,Cash on Delivery,Male,2.0,3,Mobile,5,Single,3,0,11.0,0.0,1.0,2.0,120.8,6,Recent Customers,3.0,60.4,2.0
0,0.0,0,Low Risk,3,9.0,Mobile,3,16.0,Cash on Delivery,Female,3.0,4,Laptop & Accessory,3,Married,2,1,13.0,1.0,1.0,7.0,156.73,7,Hibernating,0.4,78.365,0.7
1,1.0,1,High Risk,2,0.0,Mobile,1,24.0,UPI,Female,,3,Mobile,1,Single,2,0,19.0,1.0,1.0,0.0,126.93,7,Recent Customers,3.0,63.465,0.0
0,0.0,0,Low Risk,1,18.0,Computer,3,32.0,E wallet,Male,2.0,4,Laptop & Accessory,5,Married,2,0,15.0,3.0,4.0,5.0,143.85,8,At Risk,0.2105263157894736,28.77,0.2631578947368421
0,0.0,0,Low Risk,1,11.0,Mobile,3,6.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Single,5,0,22.0,0.0,1.0,7.0,186.86,8,Hibernating,0.3333333333333333,93.43,0.5833333333333334
1,1.0,1,High Risk,0,1.0,Mobile,1,15.0,UPI,Male,4.0,6,Mobile Phone,5,Married,3,1,12.0,1.0,2.0,8.0,146.19,5,Hibernating,3.0,48.73,4.0
0,0.0,0,Low Risk,2,15.0,Computer,1,34.0,Cash on Delivery,Female,2.0,4,Laptop & Accessory,1,Married,1,0,11.0,0.0,1.0,4.0,145.23,5,Hibernating,0.25,72.615,0.25
0,0.0,0,Low Risk,2,6.0,Computer,1,10.0,Cash on Delivery,Male,,3,Laptop & Accessory,4,Married,6,0,15.0,0.0,1.0,7.0,130.55,4,Hibernating,0.4285714285714285,65.275,1.0
0,0.0,0,Low Risk,1,8.0,Mobile,3,22.0,Credit Card,Female,4.0,4,Laptop & Accessory,5,Single,3,0,13.0,2.0,10.0,7.0,186.25,11,Champions,0.4444444444444444,16.931818181818183,0.7777777777777778
0,0.0,0,Low Risk,1,0.0,Mobile,3,24.0,Debit Card,Male,3.0,1,Laptop & Accessory,3,Married,3,0,11.0,1.0,1.0,2.0,162.32,9,Recent Customers,1.0,81.16,2.0
1,1.0,1,High Risk,0,0.0,Computer,1,13.0,Debit Card,Female,,3,Mobile,3,Divorced,2,1,16.0,0.0,1.0,2.0,128.86,6,Recent Customers,3.0,64.43,2.0
0,0.0,0,Low Risk,2,0.0,Mobile,1,14.0,Credit Card,Female,3.0,3,Mobile,1,Single,2,0,11.0,0.0,1.0,4.0,134.45,4,Hibernating,3.0,67.225,4.0
1,1.0,1,High Risk,0,0.0,Mobile,1,15.0,Credit Card,Male,3.0,4,Mobile,3,Divorced,1,1,17.0,0.0,1.0,0.0,133.88,7,Recent Customers,4.0,66.94,0.0
0,0.0,0,Low Risk,2,26.0,Mobile,1,11.0,Debit Card,Female,2.0,4,Grocery,2,Divorced,4,0,14.0,,2.0,5.0,290.55,11,Champions,0.1481481481481481,96.85,0.1851851851851851
0,0.0,0,Low Risk,3,6.0,Computer,3,22.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Married,2,1,25.0,0.0,1.0,2.0,153.68,8,Recent Customers,0.4285714285714285,76.84,0.2857142857142857
0,0.0,0,Low Risk,1,7.0,Computer,3,12.0,Debit Card,Male,4.0,4,Laptop & Accessory,1,Married,8,0,14.0,2.0,2.0,,224.98,14,Champions,0.5,74.99333333333333,
1,1.0,1,High Risk,0,,Mobile,1,8.0,UPI,Male,3.0,4,Mobile,3,Single,7,1,15.0,0.0,1.0,0.0,120.9,7,Recent Customers,4.0,60.45,0.0
1,1.0,1,High Risk,2,1.0,Mobile,1,15.0,Debit Card,Female,3.0,5,Mobile Phone,4,Single,3,0,13.0,1.0,2.0,1.0,137.61,7,Recent Customers,2.5,45.870000000000005,0.5
0,0.0,0,Low Risk,2,2.0,Mobile,1,16.0,Credit Card,Male,4.0,4,Mobile Phone,1,Married,3,0,24.0,2.0,2.0,5.0,145.7,6,Hibernating,1.3333333333333333,48.56666666666666,1.6666666666666667
1,1.0,1,High Risk,0,1.0,Mobile,1,15.0,Credit Card,Male,4.0,5,Mobile Phone,3,Single,3,1,12.0,2.0,2.0,3.0,164.89,9,Loyal,2.5,54.96333333333333,1.5
0,0.0,0,Low Risk,0,3.0,Mobile,1,14.0,Debit Card,Female,3.0,1,Fashion,5,Divorced,1,1,12.0,0.0,1.0,,214.16000000000005,12,Recent Customers,0.25,107.08000000000004,
0,0.0,0,Low Risk,2,16.0,Computer,1,,Debit Card,Male,2.0,3,Mobile,3,Single,5,0,13.0,1.0,1.0,2.0,124.38,6,Recent Customers,0.1764705882352941,62.19,0.1176470588235294
0,0.0,0,Low Risk,3,11.0,Computer,3,16.0,Cash on Delivery,Female,2.0,3,Laptop & Accessory,2,Single,2,1,13.0,0.0,1.0,3.0,156.66,8,Hibernating,0.25,78.33,0.25
1,1.0,1,High Risk,0,0.0,Computer,1,20.0,UPI,Female,2.0,3,Fashion,1,Single,1,1,12.0,4.0,7.0,7.0,175.53,11,Champions,3.0,21.94125,7.0
1,1.0,1,High Risk,0,,Computer,1,16.0,Credit Card,Female,3.0,4,Mobile Phone,4,Single,2,1,25.0,1.0,1.0,0.0,118.59,7,Recent Customers,4.0,59.295,0.0
0,0.0,0,Low Risk,3,31.0,Mobile,3,14.0,E wallet,Male,3.0,2,Laptop & Accessory,2,Married,2,1,19.0,1.0,2.0,10.0,177.2,8,Loyal,0.0625,59.06666666666666,0.3125
0,0.0,0,Low Risk,2,1.0,Computer,1,7.0,Credit Card,Female,4.0,5,Mobile Phone,3,Married,3,0,14.0,1.0,2.0,4.0,145.07,6,Hibernating,2.5,48.35666666666666,2.0
0,0.0,0,Low Risk,1,16.0,Computer,2,9.0,Credit Card,Male,4.0,2,Laptop & Accessory,5,Divorced,9,0,17.0,1.0,2.0,4.0,187.72,10,Loyal,0.1176470588235294,62.57333333333333,0.2352941176470588
0,0.0,0,Low Risk,2,25.0,Mobile,1,14.0,Credit Card,Male,3.0,5,Laptop & Accessory,3,Married,4,0,18.0,2.0,2.0,1.0,186.32,12,Loyal,0.1923076923076923,62.10666666666666,0.0384615384615384
1,1.0,1,High Risk,3,11.0,Computer,3,,Credit Card,Female,3.0,3,Mobile,3,Married,3,1,11.0,1.0,7.0,7.0,126.55,8,At Risk,0.25,15.81875,0.5833333333333334
1,1.0,1,High Risk,2,16.0,Mobile,1,8.0,Cash on Delivery,Female,3.0,4,Fashion,1,Married,1,0,16.0,0.0,1.0,9.0,201.69,7,Hibernating,0.2352941176470588,100.845,0.5294117647058824
0,0.0,0,Low Risk,2,12.0,Computer,1,8.0,Cash on Delivery,Female,3.0,3,Fashion,3,Single,1,0,25.0,6.0,11.0,,209.38,15,Champions,0.2307692307692307,17.448333333333334,
1,1.0,1,High Risk,2,1.0,Mobile,1,32.0,Debit Card,Male,3.0,6,Mobile Phone,3,Single,3,0,13.0,1.0,2.0,2.0,147.93,8,Recent Customers,3.0,49.31,1.0
0,0.0,0,Low Risk,2,8.0,Mobile,1,,Credit Card,Male,3.0,4,Mobile,5,Single,2,0,19.0,0.0,1.0,2.0,124.5,6,Recent Customers,0.4444444444444444,62.25,0.2222222222222222
0,0.0,0,Low Risk,2,8.0,Mobile,1,,Credit Card,Female,2.0,4,Mobile,5,Single,2,0,11.0,0.0,1.0,1.0,125.59,6,Recent Customers,0.4444444444444444,62.795,0.1111111111111111
0,0.0,0,Low Risk,2,13.0,Mobile,1,7.0,Debit Card,Female,4.0,5,Grocery,1,Married,3,0,17.0,10.0,,9.0,252.42,11,Champions,0.3571428571428571,252.42,0.6428571428571429
0,0.0,0,Low Risk,2,19.0,Mobile,1,8.0,Cash on Delivery,Male,4.0,4,Fashion,4,Married,3,0,13.0,4.0,8.0,8.0,199.41,11,Champions,0.2,22.156666666666663,0.4
0,0.0,0,Low Risk,2,1.0,Mobile,1,16.0,Credit Card,Male,3.0,4,Mobile Phone,5,Divorced,3,0,15.0,1.0,2.0,3.0,150.0,8,Hibernating,2.0,50.0,1.5
0,0.0,0,Low Risk,0,14.0,Mobile,1,12.0,Credit Card,Male,2.0,3,Mobile Phone,5,Single,3,1,13.0,1.0,2.0,17.0,147.21,5,Hibernating,0.2,49.07,1.1333333333333333
0,0.0,0,Low Risk,2,9.0,Mobile,1,35.0,Debit Card,Male,3.0,2,Laptop & Accessory,3,Married,3,0,18.0,6.0,7.0,9.0,159.07,9,Loyal,0.2,19.88375,0.9
0,0.0,0,Low Risk,2,5.0,Computer,1,16.0,Debit Card,Male,2.0,3,Mobile,3,Married,7,0,13.0,0.0,1.0,3.0,134.33,5,Hibernating,0.5,67.165,0.5
0,0.0,0,Low Risk,3,14.0,Mobile,3,29.0,Debit Card,Male,3.0,3,Fashion,3,Single,4,1,16.0,0.0,1.0,2.0,170.82,9,Recent Customers,0.2,85.41,0.1333333333333333
0,0.0,0,Low Risk,2,17.0,Mobile,1,34.0,Debit Card,Male,2.0,3,Grocery,5,Divorced,4,0,13.0,,14.0,17.0,263.28,11,Champions,0.1666666666666666,17.552,0.9444444444444444
1,1.0,1,High Risk,3,0.0,Mobile,3,21.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Married,7,1,14.0,0.0,2.0,2.0,154.4,10,Loyal,5.0,51.46666666666667,2.0
1,1.0,1,High Risk,3,19.0,Mobile,3,20.0,E wallet,Male,3.0,2,Grocery,3,Single,8,1,18.0,,4.0,9.0,261.95,10,Champions,0.1,52.39,0.45
0,0.0,0,Low Risk,0,9.0,Computer,1,25.0,Debit Card,Male,4.0,4,Laptop & Accessory,3,Married,3,1,15.0,2.0,2.0,3.0,181.89,10,Loyal,0.4,60.63,0.3
0,0.0,0,Low Risk,2,14.0,Computer,1,9.0,Credit Card,Female,3.0,2,Laptop & Accessory,4,Divorced,3,0,25.0,1.0,4.0,8.0,167.44,8,Loyal,0.1333333333333333,33.488,0.5333333333333333
0,0.0,0,Low Risk,0,9.0,Mobile,1,18.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,10,1,12.0,0.0,1.0,1.0,146.63,7,Recent Customers,0.3,73.315,0.1
0,0.0,0,Low Risk,1,14.0,Mobile,3,9.0,E wallet,Female,4.0,4,Laptop & Accessory,4,Married,5,0,15.0,2.0,6.0,11.0,181.77,10,Champions,0.2666666666666666,25.967142857142857,0.7333333333333333
0,0.0324035100638866,0,Low Risk,2,1.0,Computer,1,16.0,Debit Card,Male,3.0,5,Mobile Phone,4,Married,3,0,12.0,2.0,2.0,1.0,151.94,10,Hibernating,2.5,50.64666666666667,0.5
1,1.0,1,High Risk,2,0.0,Mobile,2,,Cash on Delivery,Male,2.0,4,Mobile,2,Single,2,0,12.0,1.0,1.0,0.0,125.64,7,Recent Customers,4.0,62.82,0.0
0,0.0,0,Low Risk,2,10.0,Mobile,1,6.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,2,0,18.0,0.0,1.0,7.0,159.93,7,Hibernating,0.3636363636363636,79.965,0.6363636363636364
0,0.0,0,Low Risk,1,2.0,Computer,3,6.0,Credit Card,Female,2.0,3,Fashion,2,Divorced,2,0,14.0,4.0,4.0,1.0,179.18,13,Champions,1.0,35.836,0.3333333333333333
0,0.0,0,Low Risk,2,6.0,Mobile,2,8.0,UPI,Male,3.0,3,Mobile Phone,3,Married,2,0,13.0,1.0,1.0,4.0,136.0,4,Hibernating,0.4285714285714285,68.0,0.5714285714285714
0,0.0,0,Low Risk,2,6.0,Computer,1,20.0,UPI,Female,4.0,5,Mobile Phone,4,Divorced,3,0,21.0,1.0,3.0,3.0,152.43,9,Hibernating,0.7142857142857143,38.1075,0.4285714285714285
0,0.0,0,Low Risk,1,6.0,Computer,3,11.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,7,0,13.0,1.0,1.0,2.0,199.98,10,Recent Customers,0.4285714285714285,99.99,0.2857142857142857
0,0.0,0,Low Risk,1,12.0,Computer,3,26.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,3,0,18.0,1.0,2.0,2.0,141.27,8,Recent Customers,0.2307692307692307,47.09,0.1538461538461538
